date_of_interest,total_case_count,total_death_count,bx_case_count,bx_death_count,bk_case_count,bk_death_count,mn_case_count,mn_death_count,qn_case_count,qn_death_count,si_case_count,si_death_count
2022-07-15,3747,12,568,4,1164,3,732,1,1084,4,196,0
2022-07-16,2362,7,360,2,633,1,445,1,746,2,177,1
2022-07-17,2390,19,307,2,685,0,524,5,705,9,169,3
2022-07-18,4370,14,627,3,1261,3,852,1,1348,3,278,4
2022-07-19,4080,12,650,2,1164,3,824,2,1212,4,226,1
2022-07-20,3842,15,643,3,1129,4,762,2,1073,3,232,3
2022-07-21,3437,17,536,4,1005,6,699,2,989,5,206,0
2022-07-22,3216,19,490,1,956,6,624,0,917,10,228,2
2022-07-23,2180,22,325,2,603,9,410,4,688,5,154,2
2022-07-24,2033,17,297,0,598,7,397,2,599,5,140,3
2022-07-25,4291,19,714,0,1180,9,877,6,1265,4,254,0
2022-07-26,3890,13,669,3,1086,3,757,2,1134,3,243,2
2022-07-27,3661,15,577,0,1078,5,748,3,1031,6,225,1
2022-07-28,3227,14,573,3,935,1,630,3,891,6,197,1
2022-07-29,2910,16,500,1,834,5,540,2,857,6,178,2
2022-07-30,1821,17,311,2,495,5,309,5,588,3,118,2
2022-07-31,1937,13,300,4,569,4,334,1,592,3,140,1
2022-08-01,3859,14,644,1,1108,4,726,5,1162,3,217,1
2022-08-02,3544,15,570,3,1037,5,723,1,1000,6,212,0
2022-08-03,3199,10,570,1,843,3,653,1,933,4,199,1
2022-08-04,2964,17,469,2,849,3,585,0,870,6,191,6
2022-08-05,2728,16,435,2,781,2,523,3,801,8,188,1
2022-08-06,1680,17,302,1,430,7,320,3,518,4,110,2
2022-08-07,1618,16,250,2,445,5,286,1,508,5,129,3
2022-08-08,3371,20,600,2,975,7,639,2,925,6,232,3
2022-08-09,2730,20,531,1,748,4,504,3,771,10,175,2
2022-08-10,2559,10,406,3,802,3,454,0,717,4,180,0
2022-08-11,2315,9,433,1,608,5,419,1,699,0,156,2
2022-08-12,2017,12,363,1,607,2,382,4,561,4,103,1
2022-08-13,1295,15,187,4,356,6,253,3,404,2,95,0
2022-08-14,1331,14,198,1,384,4,238,3,423,6,87,0
2022-08-15,2680,12,431,2,779,2,506,1,783,5,181,2
2022-08-16,2379,15,370,4,670,6,485,2,687,3,167,0
2022-08-17,2209,19,350,4,644,7,414,2,658,6,141,0
2022-08-18,2111,15,331,3,610,2,398,3,646,6,125,1
2022-08-19,1935,11,312,0,530,5,414,3,554,1,124,2
2022-08-20,1264,21,200,4,338,5,233,3,402,5,91,4
2022-08-21,1266,14,182,2,373,4,210,3,397,4,104,1
2022-08-22,2290,16,384,6,669,4,433,2,667,4,136,0
2022-08-23,2049,11,352,3,554,3,443,2,570,3,130,0
2022-08-24,1914,17,308,4,570,3,371,3,538,5,126,2
2022-08-25,1855,12,348,3,524,4,345,1,532,4,103,0
2022-08-26,1695,19,263,5,473,10,353,0,497,3,107,1
2022-08-27,1118,14,191,6,291,2,221,1,341,4,74,1
2022-08-28,1116,14,164,1,327,3,242,4,318,4,65,2
2022-08-29,2187,5,362,0,647,3,429,1,589,1,160,0
2022-08-30,1859,14,289,4,533,3,348,3,576,4,113,0
2022-08-31,1838,12,293,4,534,2,334,3,556,2,120,1
2022-09-01,1659,11,264,0,471,4,325,3,501,1,97,3
2022-09-02,1483,13,240,2,466,3,279,2,411,4,87,2
2022-09-03,927,10,146,3,219,5,184,1,290,1,88,0
2022-09-04,960,18,124,2,274,8,195,2,277,4,90,2
2022-09-05,993,10,156,2,292,3,196,1,279,4,70,0
2022-09-06,2042,8,304,0,599,3,396,1,591,1,152,3
2022-09-07,1802,12,271,2,533,4,390,3,499,2,108,1
2022-09-08,1638,15,229,2,508,5,324,2,516,4,61,2
2022-09-09,1512,12,226,1,461,6,338,1,410,2,76,2
2022-09-10,1024,9,153,3,262,0,208,0,321,5,80,1
2022-09-11,945,10,121,3,297,4,178,0,289,2,60,1
2022-09-12,2068,9,314,2,628,1,449,0,565,5,111,1
2022-09-13,1730,13,261,2,497,1,384,6,475,4,113,0
2022-09-14,1823,9,315,1,481,1,405,0,515,4,107,3
2022-09-15,1655,13,279,3,424,5,360,2,457,3,135,0
2022-09-16,1606,19,296,3,449,5,321,4,439,6,101,1
2022-09-17,1087,10,184,4,302,2,210,3,312,1,79,0
2022-09-18,1159,14,165,3,359,2,242,1,320,6,73,2
2022-09-19,2435,12,407,2,709,4,495,1,659,5,165,0
2022-09-20,2232,8,385,1,679,1,412,1,614,4,141,1
2022-09-21,2042,14,348,2,594,4,431,1,534,5,135,2
2022-09-22,1651,11,259,3,471,3,321,1,481,4,119,0
2022-09-23,1513,7,266,0,408,1,314,2,427,3,98,1
2022-09-24,992,4,130,1,287,1,197,1,284,1,94,0
2022-09-25,1060,6,124,1,309,0,220,2,311,2,96,1
2022-09-26,2029,9,292,0,555,4,447,0,573,4,162,1
2022-09-27,1899,9,262,0,525,4,403,0,529,3,180,2
2022-09-28,2041,6,330,0,581,2,416,2,553,2,161,0
2022-09-29,1848,11,237,1,581,4,365,1,497,5,168,0
2022-09-30,1577,16,240,2,441,4,313,2,418,7,164,1
2022-10-01,890,8,105,0,227,3,173,2,266,3,119,0
2022-10-02,951,8,125,1,254,3,208,0,256,2,108,2
2022-10-03,1958,11,270,0,554,6,397,2,554,2,182,1
2022-10-04,1628,6,228,2,465,1,360,1,429,2,146,0
2022-10-05,1500,17,212,5,398,5,304,3,443,3,143,1
2022-10-06,1891,15,272,4,552,1,437,3,470,6,159,1
2022-10-07,1585,13,204,1,434,6,360,1,437,4,149,1
2022-10-08,957,13,138,3,240,2,187,2,309,4,83,2
2022-10-09,977,14,110,1,256,3,214,2,296,5,101,3
2022-10-10,1674,16,238,1,433,4,377,3,475,4,151,4
2022-10-11,1994,17,295,3,549,2,421,2,555,8,173,2
2022-10-12,1954,8,287,2,569,4,427,0,535,2,136,0
2022-10-13,1835,14,267,5,539,1,373,3,534,3,121,2
2022-10-14,1636,14,254,6,495,2,325,3,439,3,123,0
2022-10-15,1029,7,153,2,277,0,196,1,341,2,62,2
2022-10-16,997,9,115,4,288,1,182,1,319,2,93,1
2022-10-17,2076,18,310,1,521,3,445,4,645,9,155,1
2022-10-18,1859,12,268,2,524,1,407,3,554,5,106,1
2022-10-19,1852,14,332,1,521,6,393,2,479,4,127,1
2022-10-20,1635,10,239,2,476,2,353,4,462,1,105,1
2022-10-21,1563,16,254,1,459,7,326,4,438,3,86,1
2022-10-22,1153,8,160,1,323,4,232,1,359,1,79,1
2022-10-23,1110,20,172,4,319,3,231,9,312,3,76,1
2022-10-24,2332,23,385,1,679,5,482,4,644,5,141,8
2022-10-25,2245,20,387,4,682,3,415,1,634,11,127,1
2022-10-26,2255,16,362,1,670,6,455,3,661,5,106,1
2022-10-27,1974,14,324,2,574,5,420,1,547,5,109,1
2022-10-28,1759,14,285,1,527,3,376,3,477,6,93,1
2022-10-29,1147,12,178,1,315,5,202,3,382,2,70,1
2022-10-30,1221,12,164,2,352,6,246,2,375,2,84,0
2022-10-31,2434,15,418,5,731,3,422,0,727,5,136,2
2022-11-01,2290,15,408,5,685,3,416,1,671,6,110,0
2022-11-02,2438,19,374,6,709,2,512,1,727,9,116,1
2022-11-03,2308,15,411,1,664,3,443,2,669,9,121,0
2022-11-04,2171,7,333,0,666,3,441,2,622,1,109,1
2022-11-05,1400,17,224,3,397,3,262,4,452,6,65,1
2022-11-06,1444,14,185,2,455,3,251,1,460,5,93,3
2022-11-07,2841,14,472,3,865,6,542,0,794,4,166,1
2022-11-08,2298,18,366,3,749,6,440,3,643,3,100,3
2022-11-09,2282,21,399,1,677,7,422,4,655,9,129,0
2022-11-10,2012,13,368,1,629,3,402,3,519,4,94,2
2022-11-11,1627,25,286,1,450,8,317,5,476,8,98,3
2022-11-12,1541,18,210,2,463,6,264,3,497,5,107,2
2022-11-13,1375,11,220,0,411,3,247,1,403,6,94,1
2022-11-14,2965,17,539,1,868,5,574,2,847,7,135,2
2022-11-15,2390,21,394,4,727,2,490,8,671,6,108,1
2022-11-16,2329,19,419,2,666,8,478,2,662,6,102,1
2022-11-17,1893,13,309,2,560,5,354,3,572,3,98,0
2022-11-18,1569,15,275,5,503,4,281,0,442,5,68,1
2022-11-19,1164,19,174,2,331,8,214,2,383,5,62,2
2022-11-20,1339,20,180,4,431,6,251,3,388,7,89,0
2022-11-21,3010,18,488,1,890,7,605,3,858,7,168,0
2022-11-22,2701,18,415,3,827,3,540,6,794,4,125,2
2022-11-23,2701,14,426,2,788,5,561,1,789,3,136,3
2022-11-24,1007,21,162,3,314,10,183,2,302,6,46,0
2022-11-25,2273,17,355,1,651,5,419,3,736,8,111,0
2022-11-26,2040,10,358,3,584,4,349,1,638,2,111,0
2022-11-27,2024,13,271,1,640,7,352,1,622,2,139,2
2022-11-28,4784,20,822,3,1499,10,821,3,1394,2,245,2
2022-11-29,3886,18,696,6,1136,4,709,0,1153,8,191,0
2022-11-30,3216,19,580,2,980,7,529,3,973,6,153,1
2022-12-01,3080,20,565,4,902,2,545,2,947,9,121,3
2022-12-02,2974,16,523,3,857,5,561,2,919,6,113,0
2022-12-03,1662,26,245,4,492,9,277,5,554,5,94,3
2022-12-04,1838,12,262,3,584,2,321,2,569,4,102,1
2022-12-05,4103,20,705,2,1228,8,734,3,1216,5,220,2
2022-12-06,3306,25,565,4,1003,8,551,2,1019,7,166,4
2022-12-07,3424,16,575,4,1053,4,662,4,963,4,166,0
2022-12-08,3147,23,527,6,912,8,592,3,972,6,143,0
2022-12-09,2977,20,545,3,843,6,608,4,836,7,145,0
2022-12-10,1729,20,287,6,523,3,283,3,544,6,92,2
2022-12-11,1685,31,249,8,566,7,262,6,486,8,122,2
2022-12-12,4072,24,723,1,1206,6,797,5,1160,11,185,1
2022-12-13,3635,20,636,4,1083,4,737,2,994,9,184,1
2022-12-14,3412,29,571,4,1006,10,669,1,991,11,175,3
2022-12-15,2967,30,479,7,928,7,503,4,895,9,162,3
2022-12-16,2661,21,463,4,775,8,483,3,775,3,164,3
2022-12-17,2026,21,326,2,589,5,370,5,615,9,126,0
2022-12-18,1867,29,261,2,591,8,329,5,533,9,152,5
2022-12-19,3943,19,660,1,1162,5,707,5,1131,6,282,2
2022-12-20,3445,29,626,5,1026,12,642,5,963,5,187,2
2022-12-21,3341,25,576,3,984,10,621,4,950,8,209,0
2022-12-22,2841,22,474,4,850,3,545,6,799,7,173,2
2022-12-23,2407,30,391,7,700,8,438,5,717,7,161,3
2022-12-24,1027,25,176,4,319,9,153,3,307,7,72,2
2022-12-25,846,28,139,5,266,7,146,2,228,7,67,7
2022-12-26,2323,30,350,3,745,7,380,5,681,10,167,5
2022-12-27,3473,32,612,7,1004,10,510,5,1108,10,239,0
2022-12-28,3176,34,604,7,911,10,517,5,891,11,253,1
2022-12-29,3085,30,584,2,894,11,507,8,889,7,211,2
2022-12-30,2701,33,506,6,780,10,464,4,785,9,166,4
2022-12-31,1456,23,256,4,419,4,229,6,432,6,120,3
2023-01-01,1141,30,181,1,364,12,164,4,339,10,93,3
2023-01-02,2817,25,432,3,869,2,461,8,861,10,194,2
2023-01-03,3806,27,693,2,1097,11,677,3,1102,10,237,1
2023-01-04,3354,26,651,6,944,8,592,1,975,11,190,0
2023-01-05,2891,26,534,9,856,8,510,3,846,5,143,1
2023-01-06,2482,42,478,9,696,15,462,6,700,9,145,3
2023-01-07,1458,23,239,2,403,8,269,6,463,6,84,1
2023-01-08,1341,19,179,6,399,4,250,3,405,3,108,3
2023-01-09,2873,31,513,8,867,7,498,7,806,8,188,1
2023-01-10,2449,19,466,1,758,5,421,2,670,10,133,1
2023-01-11,2215,17,430,4,733,5,361,4,580,3,110,1
2023-01-12,2081,18,370,2,656,6,365,3,563,4,127,3
2023-01-13,1854,24,356,4,559,8,312,3,518,7,107,2
2023-01-14,1118,28,183,8,302,6,203,4,340,7,90,3
2023-01-15,1035,19,173,4,318,3,179,3,286,8,79,1
2023-01-16,1717,19,277,4,562,6,278,2,483,4,117,3
2023-01-17,2453,23,481,5,750,5,395,4,678,8,149,1
2023-01-18,1817,15,375,1,555,5,298,1,486,6,103,2
2023-01-19,1723,14,327,5,550,5,304,0,449,1,93,3
2023-01-20,1685,23,309,2,490,7,326,4,456,9,104,1
2023-01-21,1000,25,177,5,308,8,135,4,322,7,58,1
2023-01-22,949,24,153,3,270,11,159,2,272,8,95,0
2023-01-23,1996,20,384,2,607,6,338,5,550,5,117,2
2023-01-24,1803,30,367,5,530,9,305,3,504,10,97,3
2023-01-25,1505,23,284,1,458,7,278,2,377,10,108,3
2023-01-26,1555,16,278,5,482,6,278,0,407,3,110,2
2023-01-27,1415,15,279,3,410,3,260,4,358,5,106,0
2023-01-28,841,15,151,2,242,6,152,2,225,5,71,0
2023-01-29,740,20,117,1,209,5,131,7,195,6,88,1
2023-01-30,1934,18,339,3,623,5,322,2,514,5,136,3
2023-01-31,1571,19,285,4,506,6,269,3,405,3,102,3
2023-02-01,1306,20,238,1,420,7,221,3,353,9,74,0
2023-02-02,1207,18,213,4,382,5,204,4,322,5,85,0
2023-02-03,990,16,176,1,307,7,176,4,254,1,76,3
2023-02-04,492,21,88,6,111,6,85,2,156,4,52,3
2023-02-05,595,18,95,4,181,4,94,3,169,6,56,1
2023-02-06,1547,11,251,1,478,2,309,4,382,3,126,1
2023-02-07,1233,13,215,1,367,5,229,1,319,3,102,3
2023-02-08,1073,10,182,2,323,2,215,1,282,4,71,1
2023-02-09,988,15,159,3,326,2,171,3,270,5,62,2
2023-02-10,898,18,160,2,253,5,179,6,241,3,63,2
2023-02-11,544,16,95,3,149,4,118,1,143,5,39,3
2023-02-12,511,10,67,2,145,1,94,2,146,3,57,2
2023-02-13,1180,7,168,1,359,2,239,3,315,0,98,1
2023-02-14,921,13,155,3,274,5,207,0,216,4,69,1
2023-02-15,881,15,138,1,261,5,193,4,232,2,56,3
2023-02-16,863,9,148,0,266,3,188,2,200,4,61,0
2023-02-17,614,20,110,1,198,12,111,0,147,5,48,2
2023-02-18,426,11,58,1,122,1,102,3,117,4,27,2
2023-02-19,383,10,47,1,109,1,73,1,125,7,29,0
2023-02-20,600,14,93,3,188,4,133,1,144,4,42,2
2023-02-21,785,12,106,0,252,7,187,2,186,3,53,0
2023-02-22,650,8,116,1,197,3,119,0,175,3,43,1
2023-02-23,678,4,97,0,239,1,138,1,162,1,42,1
2023-02-24,536,8,99,1,136,3,119,1,147,2,35,1
2023-02-25,331,7,38,1,100,1,64,1,101,2,28,2
2023-02-26,351,6,51,0,93,0,77,2,95,1,35,3
2023-02-27,790,8,99,2,248,2,197,2,197,2,49,0
2023-02-28,538,5,66,0,190,1,101,2,137,2,44,0
2023-03-01,526,5,81,0,157,2,114,0,133,1,41,2
2023-03-02,517,9,80,0,175,2,111,7,114,0,37,0
2023-03-03,439,9,75,3,118,2,104,1,112,2,29,1
2023-03-04,269,6,33,0,77,3,62,1,77,1,20,1
2023-03-05,220,7,29,1,73,3,38,0,58,2,22,1
2023-03-06,600,7,90,1,207,0,119,1,147,4,37,1
2023-03-07,470,7,70,2,164,1,92,1,115,2,29,1
2023-03-08,479,9,69,1,157,4,104,0,121,3,28,1
2023-03-09,422,7,74,0,148,2,81,2,90,3,28,0
2023-03-10,367,7,46,0,123,4,70,0,96,2,32,1
2023-03-11,245,14,32,3,70,3,40,1,74,3,29,4
2023-03-12,215,7,29,1,74,3,45,0,54,3,13,0
2023-03-13,508,5,74,1,168,1,96,1,131,1,39,1
2023-03-14,392,6,57,1,157,2,72,0,81,1,25,2
2023-03-15,556,5,49,0,308,1,82,2,88,2,29,0
2023-03-16,415,6,55,2,157,2,87,0,83,1,31,1
2023-03-17,326,3,34,1,104,2,71,0,98,0,19,0
2023-03-18,207,4,31,0,63,4,40,0,61,0,12,0
2023-03-19,177,5,15,1,49,2,39,0,56,1,18,1
2023-03-20,482,4,76,0,156,0,102,1,119,1,29,2
2023-03-21,424,6,53,3,159,3,84,0,106,0,22,0
2023-03-22,402,2,48,0,158,0,79,2,91,0,25,0
2023-03-23,393,7,47,2,166,2,75,1,85,2,20,0
2023-03-24,385,5,45,1,132,2,86,0,93,0,29,2
2023-03-25,196,6,17,0,48,2,41,1,73,3,17,0
2023-03-26,214,7,24,0,59,2,43,1,72,2,16,2
2023-03-27,445,7,74,1,154,1,85,0,107,4,25,1
2023-03-28,414,4,74,1,142,1,83,2,92,0,23,0
2023-03-29,352,6,53,0,108,3,84,0,88,1,19,2
2023-03-30,409,6,46,0,182,3,65,2,95,0,21,1
2023-03-31,350,5,58,2,124,0,55,2,88,1,25,0
2023-04-01,171,4,27,1,51,2,35,0,46,1,12,0
2023-04-02,205,3,25,0,67,1,35,0,58,2,20,0
2023-04-03,345,4,38,0,126,1,75,0,83,1,23,2
2023-04-04,326,0,53,0,109,0,79,0,67,0,18,0
2023-04-05,257,4,41,1,70,1,69,1,64,1,13,0
2023-04-06,224,3,27,1,60,0,44,0,82,2,10,0
2023-04-07,204,2,29,0,44,0,49,1,65,1,17,0
2023-04-08,145,2,20,0,47,1,30,1,39,0,9,0
2023-04-09,113,0,8,0,36,0,25,0,36,0,8,0
2023-04-10,312,1,39,0,72,0,79,1,98,0,23,0
2023-04-11,270,3,33,0,92,2,60,0,60,0,25,1
2023-04-12,195,4,35,0,54,0,49,1,50,1,7,2
2023-04-13,219,2,31,1,52,0,61,0,61,1,14,0
2023-04-14,220,1,31,0,69,0,47,0,60,1,13,0
2023-04-15,136,3,23,2,27,0,35,0,44,1,7,0
2023-04-16,151,3,21,1,37,0,31,0,49,2,13,0
2023-04-17,355,2,38,0,164,1,63,0,69,0,21,1
2023-04-18,270,2,31,1,101,1,53,0,70,0,15,0
2023-04-19,245,3,26,0,70,2,52,0,85,1,12,0
2023-04-20,231,3,38,0,75,0,49,3,55,0,14,0
2023-04-21,173,3,24,1,56,0,44,1,46,1,3,0
2023-04-22,122,1,14,0,24,0,29,0,50,1,5,0
2023-04-23,126,0,19,0,40,0,20,0,35,0,12,0
2023-04-24,334,2,39,0,144,0,66,0,64,1,21,1
2023-04-25,253,2,51,1,78,0,55,0,52,1,17,0
2023-04-26,195,3,31,1,59,1,44,1,44,0,17,0
2023-04-27,229,2,33,0,61,1,64,0,60,1,11,0
2023-04-28,274,5,33,0,124,2,55,3,52,0,10,0
2023-04-29,126,0,16,0,36,0,24,0,41,0,9,0
2023-04-30,98,2,9,1,34,0,18,0,28,0,9,1
2023-05-01,256,2,38,1,67,0,53,0,82,0,16,1
2023-05-02,237,0,40,0,67,0,50,0,60,0,20,0
2023-05-03,220,1,23,0,69,0,53,0,64,1,11,0
2023-05-04,219,2,24,0,73,0,44,0,56,2,22,0
2023-05-05,184,1,24,0,57,1,44,0,47,0,12,0
2023-05-06,97,1,12,1,27,0,25,0,31,0,2,0
2023-05-07,148,1,18,0,42,1,35,0,45,0,8,0
2023-05-08,246,1,41,0,64,0,52,0,71,1,18,0
2023-05-09,220,0,38,0,59,0,46,0,65,0,12,0
2023-05-10,243,3,35,0,76,0,49,0,75,1,8,2
2023-05-11,235,0,37,0,68,0,54,0,55,0,21,0
2023-05-12,170,1,20,0,46,0,42,0,55,1,7,0
2023-05-13,117,1,18,0,34,0,27,0,30,0,8,1
2023-05-14,133,2,22,0,45,0,22,0,33,2,11,0
2023-05-15,253,0,38,0,68,0,54,0,76,0,17,0
2023-05-16,241,1,38,0,59,0,54,1,76,0,13,0
2023-05-17,211,0,23,0,69,0,42,0,63,0,14,0
2023-05-18,216,0,32,0,50,0,58,0,63,0,13,0
2023-05-19,186,0,25,0,53,0,38,0,59,0,11,0
2023-05-20,118,0,11,0,33,0,26,0,37,0,11,0
2023-05-21,132,2,17,0,43,0,23,2,42,0,7,0
2023-05-22,259,0,33,0,69,0,72,0,72,0,13,0
2023-05-23,226,3,21,0,74,0,57,0,61,3,13,0
2023-05-24,269,2,32,0,78,1,60,1,85,0,14,0
2023-05-25,183,2,28,1,46,0,54,0,47,1,8,0
2023-05-26,155,1,9,0,43,0,45,0,51,0,7,1
2023-05-27,111,0,14,0,30,0,23,0,40,0,4,0
2023-05-28,139,0,19,0,44,0,25,0,43,0,8,0
2023-05-29,135,4,28,0,25,0,31,0,44,2,7,2
2023-05-30,311,2,47,1,87,0,64,1,101,0,12,0
2023-05-31,262,2,38,0,68,1,53,1,88,0,15,0
2023-06-01,261,1,50,0,68,0,60,0,71,1,12,0
2023-06-02,195,1,34,1,47,0,44,0,61,0,9,0
2023-06-03,146,0,26,0,34,0,27,0,56,0,3,0
2023-06-04,135,0,27,0,44,0,24,0,33,0,7,0
2023-06-05,252,3,42,0,66,0,55,1,75,2,14,0
2023-06-06,219,2,53,2,63,0,39,0,56,0,8,0
2023-06-07,190,1,38,0,56,0,28,0,59,1,9,0
2023-06-08,180,1,28,1,51,0,48,0,49,0,4,0
2023-06-09,179,1,26,0,48,0,40,0,54,1,11,0
2023-06-10,136,0,25,0,25,0,23,0,55,0,8,0
2023-06-11,134,1,21,1,40,0,18,0,48,0,7,0
2023-06-12,234,0,38,0,61,0,53,0,66,0,15,0
2023-06-13,251,1,50,0,69,0,47,0,75,1,10,0
2023-06-14,194,2,31,0,45,0,39,1,67,1,12,0
2023-06-15,204,1,47,0,56,0,40,0,52,1,9,0
2023-06-16,156,0,36,0,35,0,27,0,46,0,12,0
2023-06-17,126,0,22,0,26,0,25,0,44,0,9,0
2023-06-18,108,0,14,0,33,0,20,0,36,0,5,0
2023-06-19,166,1,27,0,46,0,26,0,59,1,8,0
2023-06-20,213,1,27,1,67,0,36,0,73,0,10,0
2023-06-21,181,1,36,0,36,0,44,0,58,1,7,0
2023-06-22,181,0,37,0,42,0,38,0,59,0,5,0
2023-06-23,160,0,19,0,51,0,21,0,56,0,13,0
2023-06-24,98,0,23,0,22,0,18,0,27,0,8,0
2023-06-25,108,1,16,0,26,0,29,0,29,1,8,0
2023-06-26,200,2,33,0,59,0,38,0,57,2,13,0
2023-06-27,220,1,32,0,60,0,61,0,54,1,13,0
2023-06-28,177,1,29,0,46,0,40,1,50,0,12,0
2023-06-29,156,4,24,1,42,1,41,0,41,2,7,0
2023-06-30,168,2,34,0,42,0,38,0,49,1,5,1
2023-07-01,111,1,23,0,30,1,19,0,34,0,5,0
2023-07-02,128,1,18,0,37,1,33,0,33,0,7,0
2023-07-03,169,1,22,1,54,0,25,0,57,0,11,0
2023-07-04,104,0,20,0,27,0,17,0,36,0,4,0
2023-07-05,220,3,32,0,57,1,54,0,66,2,11,0
2023-07-06,196,3,28,0,54,2,46,1,57,0,11,0
2023-07-07,165,1,22,1,45,0,38,0,47,0,13,0
2023-07-08,137,3,21,0,32,0,31,0,44,3,9,0
2023-07-09,112,0,16,0,42,0,23,0,27,0,4,0
2023-07-10,312,2,55,0,99,0,64,0,85,2,9,0
2023-07-11,308,1,70,0,73,1,78,0,71,0,16,0
2023-07-12,236,1,30,1,69,0,56,0,69,0,12,0
2023-07-13,409,0,103,0,80,0,120,0,95,0,11,0
2023-07-14,308,0,62,0,77,0,83,0,77,0,9,0
2023-07-15,147,1,29,0,31,0,25,0,55,1,7,0
2023-07-16,151,1,25,0,49,1,30,0,39,0,8,0
2023-07-17,318,0,53,0,105,0,59,0,81,0,20,0
2023-07-18,273,0,53,0,75,0,51,0,83,0,11,0
2023-07-19,308,0,67,0,90,0,58,0,84,0,9,0
2023-07-20,268,0,61,0,59,0,54,0,85,0,9,0
2023-07-21,309,1,62,0,85,1,57,0,77,0,28,0
2023-07-22,185,1,30,0,48,1,35,0,57,0,15,0
2023-07-23,251,1,36,0,78,1,40,0,82,0,15,0
2023-07-24,444,4,72,0,142,1,83,0,128,1,19,2
2023-07-25,375,1,76,0,97,0,71,1,117,0,14,0
2023-07-26,384,3,80,0,125,0,68,1,97,2,14,0
2023-07-27,394,0,66,0,117,0,73,0,120,0,18,0
2023-07-28,381,1,81,0,109,0,71,1,104,0,15,0
2023-07-29,287,1,57,1,85,0,44,0,82,0,19,0
2023-07-30,300,3,42,1,90,2,46,0,102,0,20,0
2023-07-31,566,0,100,0,148,0,124,0,166,0,28,0
2023-08-01,503,0,95,0,143,0,98,0,140,0,27,0
2023-08-02,480,0,94,0,134,0,98,0,134,0,19,0
2023-08-03,560,1,117,0,163,0,100,0,157,1,23,0
2023-08-04,501,2,90,1,152,0,99,1,135,0,25,0
2023-08-05,401,2,71,0,111,1,76,0,121,1,22,0
2023-08-06,365,0,57,0,99,0,63,0,125,0,21,0
2023-08-07,706,1,132,0,205,0,137,0,197,0,34,1
2023-08-08,735,1,143,0,214,1,145,0,203,0,30,0
